"sDm_D"	"sDm_E"	"sBn_D"	"sBn_E"	"sAn_D"	"sAn_E"
"ENSG00000279910"	0	0	0	0	0	0
"ENSG00000227679"	0	0	1	0	0	0
"ENSG00000288218"	0	0	0	0	0	0
"ENSG00000277479"	11	5	13	10	2	9
"ENSG00000269891"	4	6	1	2	0	1
"ENSG00000231132"	0	0	0	0	0	0
"ENSG00000214549"	0	1	0	0	3	1
"ENSG00000215151"	0	0	1	0	0	1
"ENSG00000272748"	2	1	0	0	0	0
"ENSG00000235677"	35	31	25	15	30	37
"ENSG00000226412"	0	0	1	0	0	0
"ENSG00000233533"	0	0	0	0	0	0
"ENSG00000213484"	0	0	0	1	0	7
"ENSG00000187553"	2	2	0	0	0	0
"ENSG00000233832"	0	0	0	0	0	0
"ENSG00000277133"	0	0	0	0	0	0
"ENSG00000227253"	13	17	11	15	24	23
"ENSG00000235489"	2	1	1	1	1	5
"ENSG00000213432"	2	0	0	1	0	1
"ENSG00000286683"	0	0	0	0	0	4
"ENSG00000235810"	0	0	0	0	0	0
"ENSG00000226466"	0	0	0	0	0	0
"ENSG00000279607"	0	0	0	0	0	0
"ENSG00000270973"	0	0	0	0	0	0
"ENSG00000226888"	1	0	0	0	0	0
"ENSG00000138190"	831	736	728	634	761	917
"ENSG00000122870"	5	3	5	9	11	7
"ENSG00000226578"	5	4	6	1	4	9
"ENSG00000213609"	8	32	16	16	9	22
"ENSG00000229485"	0	0	0	0	0	0
"ENSG00000226646"	0	0	0	0	0	0
"ENSG00000105988"	8	10	7	3	16	8
"ENSG00000287732"	0	0	0	0	0	0
"ENSG00000228828"	11	11	23	10	18	17
"ENSG00000237579"	0	0	0	0	0	0
"ENSG00000232075"	0	0	0	0	0	0
"ENSG00000227032"	55	59	41	31	15	66
"ENSG00000270075"	0	0	0	0	0	0
"ENSG00000233900"	0	0	0	0	0	0
"ENSG00000227851"	0	0	0	0	0	0
"ENSG00000107447"	0	0	2	2	3	0
"ENSG00000224498"	0	0	0	0	0	2
"ENSG00000236626"	0	0	0	0	0	0
"ENSG00000224301"	0	0	0	0	0	0
"ENSG00000230609"	0	0	1	0	1	3
"ENSG00000205433"	0	0	0	0	0	0
"ENSG00000236514"	25	10	28	18	18	17
"ENSG00000230967"	0	0	0	0	0	0
"ENSG00000213260"	4	2	2	1	2	1
"ENSG00000228694"	0	0	0	0	0	0
"ENSG00000225155"	0	0	1	0	8	0
"ENSG00000287779"	0	0	0	0	0	0
"ENSG00000177613"	6558	7020	4865	4493	5095	5916
"ENSG00000270648"	0	0	0	0	0	0
"ENSG00000224907"	0	0	0	0	0	0
"ENSG00000230809"	0	0	0	0	0	0
"ENSG00000286609"	0	0	0	0	0	0
"ENSG00000232728"	0	0	0	0	0	0
"ENSG00000237592"	0	0	0	0	0	0
"ENSG00000258539"	27	51	47	52	35	47
"ENSG00000203837"	0	0	0	0	0	0
"ENSG00000231471"	0	0	0	0	0	0
"ENSG00000270333"	0	0	0	0	0	0
"ENSG00000120563"	0	0	0	0	0	0
"ENSG00000234544"	0	0	0	0	0	0
"ENSG00000270902"	0	0	0	0	0	0
"ENSG00000204172"	64	50	70	58	62	43
"ENSG00000095596"	0	0	0	0	1	0
"ENSG00000234569"	2	0	0	0	1	0
"ENSG00000236058"	0	1	1	1	1	0
"ENSG00000120051"	54	55	177	167	79	61
"ENSG00000216740"	0	0	0	0	0	0
"ENSG00000231398"	1	2	2	0	6	2
"ENSG00000287231"	0	0	0	0	0	0
"ENSG00000232935"	0	0	0	0	0	0
"ENSG00000229775"	0	0	0	0	0	0
"ENSG00000238215"	0	0	0	0	0	0
"ENSG00000196932"	85	100	9	19	7	7
"ENSG00000237242"	0	0	0	0	0	0
"ENSG00000236762"	1	2	4	6	1	2
"ENSG00000227437"	0	0	0	0	4	1
"ENSG00000188620"	2	2	0	0	0	0
"ENSG00000203434"	0	0	0	0	0	0
"ENSG00000234542"	0	0	0	0	0	0
"ENSG00000274599"	0	0	0	0	0	0
"ENSG00000271434"	0	0	0	0	1	0
"ENSG00000227307"	0	0	0	0	0	0
"ENSG00000270294"	0	0	1	0	0	0
"ENSG00000138152"	2	2	1	1	0	0
"ENSG00000276490"	0	0	0	0	0	0
"ENSG00000225899"	0	2	1	1	0	2
"ENSG00000234309"	0	0	0	0	0	0
"ENSG00000279626"	0	0	0	0	0	0
"ENSG00000270965"	0	0	0	0	3	0
"ENSG00000227143"	0	0	0	0	0	0
"ENSG00000277687"	77	74	86	84	57	111
"ENSG00000278831"	57	72	54	22	36	32
"ENSG00000232823"	0	0	0	0	0	0
"ENSG00000223381"	0	0	0	0	0	0
"ENSG00000229544"	0	0	0	0	0	0
"ENSG00000276904"	0	0	0	0	0	0
"ENSG00000283095"	0	0	0	0	0	0
"ENSG00000276164"	0	0	0	0	0	0
"ENSG00000287327"	0	0	0	0	0	0
"ENSG00000213543"	1	0	0	0	0	0
"ENSG00000280337"	0	0	0	0	0	0
"ENSG00000287466"	9	4	0	4	10	15
"ENSG00000276964"	0	0	0	0	0	0
"ENSG00000287655"	5	3	2	5	7	3
"ENSG00000213170"	2	0	0	0	0	6
"ENSG00000233435"	17	18	9	7	12	16
"ENSG00000120008"	5943	5292	4828	4188	5558	6224
"ENSG00000278641"	0	0	0	0	0	0
"ENSG00000237635"	0	0	0	0	0	0
"ENSG00000275610"	0	0	0	0	0	0
"ENSG00000186766"	0	0	0	0	0	0
"ENSG00000285582"	0	0	3	0	0	0
"ENSG00000229455"	4	10	4	5	2	0
"ENSG00000154478"	5	0	0	0	0	1
"ENSG00000285529"	0	0	0	0	1	0
"ENSG00000278761"	0	0	0	0	0	0
"ENSG00000271670"	15	18	14	9	3	4
"ENSG00000213438"	8	16	10	6	3	0
"ENSG00000230468"	0	0	0	0	0	0
"ENSG00000286295"	0	0	0	0	0	0
"ENSG00000254636"	1	0	2	0	1	0
"ENSG00000278664"	0	0	0	0	0	0
"ENSG00000254536"	91	105	95	91	131	112
"ENSG00000279725"	0	0	0	0	0	0
"ENSG00000223528"	0	4	0	0	4	5
"ENSG00000272627"	2	4	2	0	2	10
"ENSG00000233477"	0	0	0	0	0	0
"ENSG00000278790"	0	0	0	0	0	0
"ENSG00000227096"	0	0	0	0	0	0
"ENSG00000232805"	0	0	0	0	0	0
"ENSG00000280446"	0	0	0	0	0	0
"ENSG00000287936"	2	3	5	2	7	6
"ENSG00000271353"	0	0	0	0	0	0
"ENSG00000277274"	0	0	0	0	0	0
"ENSG00000276046"	0	0	0	0	0	0
"ENSG00000232334"	47	36	14	20	13	21
"ENSG00000227586"	3	0	0	2	0	4
"ENSG00000237618"	0	0	0	0	0	0
"ENSG00000185737"	0	0	0	0	0	0
"ENSG00000234811"	0	0	0	0	0	0
"ENSG00000151025"	2	0	0	0	1	1
"ENSG00000217094"	13	19	14	8	21	16
"ENSG00000276375"	2	2	8	1	4	5
"ENSG00000235198"	0	0	0	0	0	0
"ENSG00000288172"	0	0	2	0	0	0
"ENSG00000170370"	0	0	0	0	0	0
"ENSG00000228312"	0	0	0	0	0	0
"ENSG00000230240"	1	1	0	0	0	1
"ENSG00000274985"	0	0	0	0	0	0
"ENSG00000231148"	0	1	0	0	2	0
"ENSG00000225152"	1	1	0	2	0	1
"ENSG00000212156"	0	0	0	0	0	0
"ENSG00000274809"	0	0	0	0	0	0
"ENSG00000207124"	0	0	0	0	0	0
"ENSG00000252998"	0	0	0	0	0	0
"ENSG00000278069"	0	0	0	0	0	0
"ENSG00000212505"	1	0	1	1	0	0
"ENSG00000212499"	0	0	0	0	2	0
"ENSG00000252537"	0	0	0	0	0	0
"ENSG00000252832"	0	0	0	0	0	0
"ENSG00000200545"	0	0	0	0	0	0
"ENSG00000252001"	0	0	0	0	0	0
"ENSG00000207938"	0	0	0	0	0	1
"ENSG00000201390"	0	2	0	1	6	0
"ENSG00000252118"	5	12	2	5	22	9
"ENSG00000263584"	1	5	6	1	7	12
"ENSG00000283699"	0	0	2	0	1	2
"ENSG00000221331"	0	1	0	1	0	1
"ENSG00000252049"	0	0	1	0	0	0
"ENSG00000252634"	4	3	0	1	1	0
"ENSG00000201364"	0	7	0	0	0	2
"ENSG00000264574"	0	0	0	0	0	0
"ENSG00000223019"	0	0	0	0	0	0
"ENSG00000206842"	0	0	0	0	0	0
"ENSG00000251803"	2	0	0	0	0	0
"ENSG00000223131"	0	0	0	0	0	0
"ENSG00000251810"	0	0	0	0	0	0
"ENSG00000207612"	1	3	1	1	3	2
"ENSG00000212411"	0	0	0	0	0	5
"ENSG00000216035"	3	7	1	1	3	7
"ENSG00000222092"	0	0	0	0	0	0
"ENSG00000251711"	0	0	0	0	0	0
"ENSG00000239731"	5	1	3	0	0	0
"ENSG00000222543"	0	0	0	0	0	0
"ENSG00000252482"	0	0	0	0	0	0
"ENSG00000244356"	4	4	4	3	15	23
"ENSG00000206660"	0	0	1	0	1	1
"ENSG00000207271"	0	0	0	0	0	0
"ENSG00000206840"	0	0	0	0	0	0
"ENSG00000274458"	0	0	0	0	0	0
"ENSG00000222314"	0	0	0	0	0	0
"ENSG00000252132"	4	1	3	5	0	3
"ENSG00000251783"	3	0	1	0	2	0
"ENSG00000252877"	2	4	2	0	2	3
"ENSG00000207813"	0	0	0	0	0	0
"ENSG00000201196"	0	0	0	0	0	0
"ENSG00000252161"	0	0	0	0	0	0
"ENSG00000252076"	0	0	0	0	0	0
"ENSG00000238707"	0	0	0	0	0	0
"ENSG00000199446"	0	0	0	0	0	0
"ENSG00000264747"	0	0	0	0	0	0
"ENSG00000221063"	0	11	1	2	0	5
"ENSG00000201881"	0	0	0	0	0	0
"ENSG00000266719"	0	0	0	0	0	0
"ENSG00000272536"	0	3	1	2	1	1
"ENSG00000223064"	0	0	0	0	0	0
"ENSG00000200774"	0	0	0	0	0	0
"ENSG00000252292"	0	0	0	0	0	0
"ENSG00000200487"	0	0	0	0	0	0
"ENSG00000199104"	0	0	0	0	0	0
"ENSG00000278333"	0	0	0	0	0	0
"ENSG00000212324"	0	0	0	0	0	0
"ENSG00000283672"	0	0	1	1	0	0
"ENSG00000252993"	0	0	0	0	1	0
"ENSG00000221042"	1	1	1	2	0	4
"ENSG00000199881"	0	3	1	1	4	2
"ENSG00000201412"	0	0	0	0	0	0
"ENSG00000277308"	0	0	0	0	0	2
"ENSG00000202047"	4	12	10	2	0	4
"ENSG00000222238"	0	0	0	0	0	0
"ENSG00000266852"	7	4	11	4	4	2
"ENSG00000222436"	0	0	0	0	0	0
"ENSG00000200079"	0	0	0	0	0	0
"ENSG00000252574"	0	0	0	0	0	0
"ENSG00000207068"	0	0	0	0	0	0
"ENSG00000272160"	0	5	5	7	3	9
"ENSG00000222051"	17	3	8	3	1	9
"ENSG00000222414"	0	0	0	0	0	2
"ENSG00000200217"	0	0	0	0	0	0
"ENSG00000263436"	0	0	0	0	0	0
"ENSG00000283558"	0	0	0	0	0	0
"ENSG00000208033"	0	0	0	0	0	0
"ENSG00000202245"	0	0	0	0	0	0
"ENSG00000264803"	0	0	0	0	0	0
"ENSG00000222997"	0	0	0	0	0	0
"ENSG00000265442"	3	0	3	1	1	5
"ENSG00000229081"	0	0	0	0	0	0
"ENSG00000202569"	0	1	0	0	0	0
"ENSG00000120055"	5	0	3	1	3	0
"ENSG00000273262"	0	0	0	0	0	0
"ENSG00000228657"	14	6	5	9	7	11
"ENSG00000207029"	3	1	1	0	4	1
"ENSG00000228753"	1	0	0	0	0	0
"ENSG00000228860"	0	0	0	0	0	0
"ENSG00000232853"	0	0	0	0	0	0
"ENSG00000207264"	0	0	1	0	0	0
"ENSG00000237590"	0	0	0	0	0	0
"ENSG00000214089"	0	2	2	0	0	0
"ENSG00000225761"	1	5	2	2	6	3
"ENSG00000222305"	0	0	0	1	0	0
"ENSG00000201604"	0	0	0	0	0	0
"ENSG00000220585"	0	0	1	0	0	0
"ENSG00000230166"	1	1	0	0	5	0
"ENSG00000288603"	0	1	0	0	0	0
"ENSG00000222108"	42	39	51	33	18	18
"ENSG00000226631"	0	0	1	0	0	0
"ENSG00000233011"	0	0	0	0	0	0
"ENSG00000225137"	17	16	20	7	15	14
"ENSG00000234756"	14	11	11	13	25	6
"ENSG00000288011"	1	3	1	0	3	1
"ENSG00000240940"	0	0	0	0	0	0
"ENSG00000285837"	0	0	0	0	5	0
"ENSG00000285551"	1	2	2	2	1	1
"ENSG00000234489"	0	0	0	0	0	0
"ENSG00000227374"	0	0	0	0	0	0
"ENSG00000275327"	0	0	0	0	0	0
"ENSG00000266676"	0	0	0	0	2	0
"ENSG00000275005"	1	2	0	0	2	5
"ENSG00000287997"	0	3	0	0	0	0
"ENSG00000220842"	1314	1493	1225	1183	1567	1762
"ENSG00000234522"	0	0	0	0	0	0
"ENSG00000177234"	0	0	0	0	2	0
"ENSG00000203805"	8	8	1	0	0	5
"ENSG00000270727"	0	0	0	0	0	0
"ENSG00000265372"	0	0	0	0	0	0
"ENSG00000235940"	0	0	0	0	0	0
"ENSG00000230112"	0	0	0	0	0	0
"ENSG00000231553"	0	0	0	0	0	0
"ENSG00000278650"	0	0	0	0	0	0
"ENSG00000273566"	0	0	0	0	0	0
"ENSG00000199222"	0	0	0	0	1	0
"ENSG00000222071"	0	0	0	0	0	0
"ENSG00000180592"	6	4	8	9	12	13
"ENSG00000207347"	0	0	0	1	2	1
"ENSG00000214285"	0	0	0	0	0	0
"ENSG00000185532"	11	2	3	0	5	0
"ENSG00000223027"	3	0	1	0	0	6
"ENSG00000206605"	0	0	0	1	0	1
"ENSG00000199855"	2	0	0	1	0	0
"ENSG00000252639"	1	0	0	0	5	0
"ENSG00000251839"	1	0	0	0	0	0
"ENSG00000230507"	0	0	0	0	0	0
"ENSG00000270874"	3	0	1	1	1	3
"ENSG00000207287"	0	0	0	0	0	0
"ENSG00000207976"	0	0	0	0	0	0
"ENSG00000232875"	5	1	0	0	1	1
"ENSG00000187122"	47	99	63	78	51	38
"ENSG00000178372"	0	0	0	0	0	0
"ENSG00000178363"	0	0	0	0	0	0
"ENSG00000256462"	0	0	0	0	0	0
"ENSG00000240577"	0	0	0	0	0	0
"ENSG00000270427"	11	23	11	18	10	19
"ENSG00000272764"	10	9	16	2	13	1
"ENSG00000240180"	0	0	0	0	0	0
"ENSG00000212396"	0	0	0	0	0	0
"ENSG00000095464"	85	60	68	49	55	71
"ENSG00000108231"	0	0	0	1	1	0
"ENSG00000280660"	0	0	2	0	2	0
"ENSG00000227995"	0	0	0	0	0	0
"ENSG00000237032"	0	0	0	0	0	0
"ENSG00000187522"	486	405	389	376	501	601
"ENSG00000272912"	1	0	1	5	4	3
"ENSG00000278498"	0	6	0	0	1	2
"ENSG00000237827"	4	10	8	0	1	8
"ENSG00000213277"	47	30	33	43	15	18
"ENSG00000229256"	0	0	0	0	1	0
"ENSG00000235376"	2	0	0	0	0	0
"ENSG00000212413"	1	5	0	0	3	0
"ENSG00000283867"	0	0	0	0	0	0
"ENSG00000234724"	0	0	0	0	0	0
"ENSG00000206631"	0	0	0	0	0	0
"ENSG00000228553"	0	0	0	0	0	0
"ENSG00000273450"	7	8	9	12	10	9
"ENSG00000235746"	0	0	0	0	0	0
"ENSG00000237297"	0	0	0	0	0	0
"ENSG00000261456"	0	0	0	0	7	7
"ENSG00000276662"	16	13	11	13	13	18
"ENSG00000212331"	0	0	1	0	0	0
"ENSG00000201861"	1	0	2	1	0	0
"ENSG00000239822"	0	0	0	0	2	1
"ENSG00000233021"	0	0	0	1	0	0
"ENSG00000224948"	0	0	0	0	0	0
"ENSG00000236467"	1	6	1	3	3	0
"ENSG00000224500"	0	0	0	0	0	0
"ENSG00000228092"	0	0	0	0	0	0
"ENSG00000199592"	0	0	0	0	0	0
"ENSG00000213514"	1	1	3	2	2	2
"ENSG00000277981"	0	0	0	0	0	0
"ENSG00000225652"	0	0	0	0	0	0
"ENSG00000276544"	0	0	0	0	0	0
"ENSG00000273760"	0	0	0	0	0	0
"ENSG00000276430"	0	0	0	0	1	0
"ENSG00000201548"	0	0	0	0	2	0
"ENSG00000237205"	0	0	0	0	0	0
"ENSG00000182333"	0	0	0	6	2	1
"ENSG00000271408"	1	0	0	0	0	0
"ENSG00000226358"	0	0	0	0	0	1
"ENSG00000235150"	0	4	4	0	7	0
"ENSG00000173239"	0	1	2	3	0	0
"ENSG00000204020"	185	152	528	490	1230	621
"ENSG00000200887"	0	0	0	1	0	0
"ENSG00000230125"	0	0	1	0	0	0
"ENSG00000259994"	74	71	58	65	78	72
"ENSG00000285824"	0	0	0	0	0	0
"ENSG00000250833"	0	0	0	0	0	0
"ENSG00000241621"	0	0	0	0	0	0
"ENSG00000239625"	0	0	0	0	0	0
"ENSG00000284277"	0	0	0	0	0	0
"ENSG00000214434"	0	0	0	0	0	0
"ENSG00000235679"	0	0	0	0	0	0
"ENSG00000224473"	2	10	0	2	2	1
"ENSG00000213778"	1	0	0	0	0	0
"ENSG00000239744"	2	0	0	1	6	0
"ENSG00000230298"	2	6	0	0	0	0
"ENSG00000226734"	1	2	0	0	3	2
"ENSG00000228417"	3	3	2	0	5	0
"ENSG00000214067"	5	0	3	10	3	6
"ENSG00000237642"	0	0	0	0	1	0
"ENSG00000285871"	0	0	0	0	0	0
"ENSG00000206855"	0	0	2	1	2	1
"ENSG00000214875"	5	0	8	3	2	1
"ENSG00000229001"	5	7	13	12	6	0
"ENSG00000274008"	241	194	200	195	228	314
"ENSG00000233163"	2	1	0	2	3	1
"ENSG00000165868"	72	79	188	137	38	36
"ENSG00000207327"	0	0	0	0	0	1
"ENSG00000237139"	2	0	5	0	0	0
"ENSG00000272791"	21	19	22	27	23	22
"ENSG00000166317"	6	17	4	3	1	6
"ENSG00000242288"	4	1	0	1	4	0
"ENSG00000271816"	68	64	58	37	51	59
"ENSG00000272140"	83	113	83	48	59	66
"ENSG00000252072"	2	0	3	0	1	3
"ENSG00000270808"	10	12	11	10	7	11
"ENSG00000279689"	37	37	36	23	21	36
"ENSG00000196968"	1138	1112	982	835	1200	1319
"ENSG00000172586"	295	202	218	231	406	350
"ENSG00000214655"	10725	11337	9822	8207	7467	8591
"ENSG00000280238"	0	0	0	0	0	0
"ENSG00000272589"	3	1	7	1	1	3
"ENSG00000272916"	3	3	6	1	2	7
"ENSG00000224195"	0	0	0	0	0	0
"ENSG00000229990"	15	30	18	15	22	28
"ENSG00000279863"	92	110	74	59	53	106
"ENSG00000264217"	1	0	0	0	2	8
"ENSG00000265733"	3	0	0	0	0	0
"ENSG00000263639"	0	0	0	0	0	0
"ENSG00000280012"	0	0	0	0	0	0
"ENSG00000229205"	0	2	45	27	22	15
"ENSG00000287043"	0	0	16	11	19	6
"ENSG00000282390"	0	0	1	1	0	0
"ENSG00000229197"	0	0	0	0	0	0
"ENSG00000232734"	0	0	0	0	0	0
"ENSG00000287306"	5	1	2	1	1	2
"ENSG00000233197"	0	0	0	0	2	0
"ENSG00000230755"	0	0	0	0	0	0
"ENSG00000235803"	0	0	2	0	0	0
"ENSG00000235524"	0	0	0	0	0	0
"ENSG00000231152"	0	0	0	0	0	0
"ENSG00000226794"	0	0	0	0	0	0
"ENSG00000278830"	0	0	0	0	0	0
"ENSG00000200369"	1	0	0	0	0	0
"ENSG00000215409"	0	0	0	0	1	0
"ENSG00000207135"	0	0	0	0	0	0
"ENSG00000260151"	0	0	0	0	0	0
"ENSG00000213770"	0	0	0	0	0	0
"ENSG00000237956"	0	0	0	0	0	0
"ENSG00000182077"	0	2	0	1	0	11
"ENSG00000184111"	6	5	0	2	1	0
"ENSG00000264313"	0	0	0	0	0	0
"ENSG00000229097"	192	179	170	117	102	140
"ENSG00000232142"	0	0	0	0	0	0
"ENSG00000252479"	2	0	4	1	0	2
"ENSG00000230397"	12	9	5	1	1	3
"ENSG00000285781"	20	9	13	8	5	12
"ENSG00000231855"	0	0	0	0	0	0
"ENSG00000222412"	0	0	0	0	0	0
"ENSG00000223540"	0	0	0	0	0	0
"ENSG00000224250"	0	0	0	0	0	0
"ENSG00000201884"	0	0	0	0	0	0
"ENSG00000273767"	0	0	0	0	0	0
"ENSG00000166189"	2209	2296	1997	1742	2377	3083
"ENSG00000224302"	4	7	4	2	4	4
"ENSG00000229629"	4	3	8	0	4	13
"ENSG00000198728"	11372	13881	11314	10243	10594	11246
"ENSG00000119915"	6	3	23	21	49	65
"ENSG00000228816"	1	1	2	0	4	5
"ENSG00000234163"	0	0	0	4	0	1
"ENSG00000229878"	4	3	1	1	7	5
"ENSG00000235962"	7	3	10	9	15	3
"ENSG00000234182"	0	0	0	0	0	0
"ENSG00000278419"	1	0	0	0	0	0
"ENSG00000237399"	74	84	85	74	38	74
"ENSG00000287428"	0	0	0	0	0	0
"ENSG00000233805"	0	0	0	0	0	0
"ENSG00000252252"	0	0	0	0	0	0
"ENSG00000224697"	0	0	0	0	0	0
"ENSG00000221594"	0	0	0	0	0	0
"ENSG00000236744"	0	0	0	0	0	0
"ENSG00000223800"	0	0	0	0	0	0
"ENSG00000228048"	0	0	0	0	0	0
"ENSG00000236993"	0	0	0	0	0	0
"ENSG00000270541"	0	0	0	0	0	0
"ENSG00000288566"	0	0	0	1	0	0
"ENSG00000202297"	4	0	1	0	1	1
"ENSG00000286795"	0	1	1	0	1	0
"ENSG00000272447"	20	20	14	8	10	13
"ENSG00000214695"	1	0	0	1	0	0
"ENSG00000214584"	0	0	0	0	0	0
"ENSG00000283101"	0	0	0	0	0	0
"ENSG00000273372"	0	0	1	0	0	0
"ENSG00000235924"	0	0	0	0	0	1
"ENSG00000225100"	0	0	0	0	0	0
"ENSG00000229616"	0	0	0	0	0	0
"ENSG00000224760"	0	0	0	0	0	0
"ENSG00000282432"	0	0	0	0	0	0
"ENSG00000279399"	0	0	0	0	0	0
"ENSG00000230171"	0	0	0	0	3	0
"ENSG00000099284"	468	533	530	458	501	418
"ENSG00000148734"	39	45	30	20	11	8
"ENSG00000120616"	4100	4107	3293	2967	3584	3757
"ENSG00000284024"	1342	1344	1287	1128	976	1338
"ENSG00000214562"	278	305	183	179	238	260
"ENSG00000119950"	1982	2113	1746	1646	1639	1569
"ENSG00000165338"	212	174	115	100	112	145
"ENSG00000224289"	0	0	0	0	0	0
"ENSG00000204010"	2	2	1	2	2	4
"ENSG00000185745"	475	543	228	179	1064	144
"ENSG00000200294"	0	1	0	0	0	1
"ENSG00000226701"	8	6	6	1	7	6
"ENSG00000200170"	40	43	50	42	27	31
"ENSG00000202513"	1	0	0	1	0	2
"ENSG00000282915"	16	21	37	25	41	36
"ENSG00000276531"	0	0	5	0	3	4
"ENSG00000279029"	0	0	0	0	4	2
"ENSG00000199535"	0	0	0	0	0	0
"ENSG00000285750"	0	3	1	0	0	0
"ENSG00000228667"	0	6	1	0	1	1
"ENSG00000240294"	0	2	0	0	1	1
"ENSG00000236582"	0	0	3	0	1	0
"ENSG00000260589"	11	5	6	11	4	10
"ENSG00000148483"	122	110	166	134	131	255
"ENSG00000270434"	0	0	0	0	3	0
"ENSG00000239152"	5	12	10	8	0	3
"ENSG00000279458"	0	0	0	0	0	0
"ENSG00000213412"	0	0	0	0	0	0
"ENSG00000200218"	0	0	0	0	0	0
"ENSG00000279406"	80	75	48	37	140	111
"ENSG00000274824"	6	5	3	2	0	0
"ENSG00000238446"	1	0	0	0	0	4
"ENSG00000229569"	1	0	1	0	0	0
"ENSG00000235426"	2	2	2	0	0	4
"ENSG00000259021"	0	0	0	0	0	0
"ENSG00000271985"	0	0	0	0	0	0
"ENSG00000232965"	0	0	0	0	0	0
"ENSG00000219430"	0	0	0	0	0	0
"ENSG00000225827"	0	0	0	0	0	0
"ENSG00000226676"	0	0	1	1	0	0
"ENSG00000244733"	70	56	48	47	66	81
"ENSG00000272489"	7	8	4	10	13	13
"ENSG00000280355"	60	76	51	40	25	61
"ENSG00000278616"	65	54	71	41	27	68
"ENSG00000224886"	0	0	0	0	0	0
"ENSG00000287475"	10	18	4	1	6	6
"ENSG00000212332"	4	4	2	0	1	12
"ENSG00000227896"	29	27	39	33	26	7
"ENSG00000235199"	0	0	0	0	0	0
"ENSG00000225354"	0	0	0	0	0	0
"ENSG00000233377"	0	0	0	0	0	0
"ENSG00000228460"	0	0	0	0	0	0
"ENSG00000260863"	0	0	0	0	0	0
"ENSG00000237885"	0	0	0	0	0	0
"ENSG00000231829"	7	13	4	3	3	0
"ENSG00000274691"	0	0	0	0	0	0
"ENSG00000225533"	0	5	0	0	0	0
"ENSG00000214362"	0	0	0	0	0	2
"ENSG00000240527"	0	0	1	0	1	0
"ENSG00000230928"	5	9	3	3	2	4
"ENSG00000284415"	0	0	0	0	0	0
"ENSG00000264610"	12	5	5	5	3	8
"ENSG00000225768"	0	0	0	1	0	0
"ENSG00000156395"	0	0	1	0	3	0
"ENSG00000265370"	0	0	0	2	0	1
"ENSG00000180230"	0	0	0	0	2	0
"ENSG00000233292"	0	5	0	0	0	0
"ENSG00000138135"	19	18	5	3	4	19
"ENSG00000119917"	1343	1664	1165	824	2612	511
"ENSG00000226389"	0	0	0	0	0	0
"ENSG00000229870"	0	1	0	0	4	2
"ENSG00000238523"	0	0	0	0	0	0
"ENSG00000231588"	1	0	0	0	0	0
"ENSG00000234192"	0	0	0	0	0	0
"ENSG00000243782"	0	0	2	1	1	0
"ENSG00000227268"	53	45	41	29	26	93
"ENSG00000213613"	92	82	80	58	90	102
"ENSG00000200891"	0	0	0	0	0	0
"ENSG00000150347"	6306	6907	9203	7509	7520	9942
"ENSG00000229659"	30	32	34	20	20	32
"ENSG00000166343"	308	278	265	234	238	242
"ENSG00000255339"	1	2	2	4	8	0
"ENSG00000274660"	0	0	0	0	0	0
"ENSG00000222072"	0	0	0	0	0	0
"ENSG00000273476"	7	9	3	10	5	3
"ENSG00000207551"	0	0	0	0	0	2
"ENSG00000236662"	12	3	4	11	5	0
"ENSG00000107815"	929	865	1152	967	758	814
"ENSG00000119922"	845	980	1038	866	1246	441
"ENSG00000275036"	0	2	0	0	1	0
"ENSG00000282996"	1	0	4	0	4	4
"ENSG00000237746"	4	2	0	0	0	0
"ENSG00000222666"	0	0	0	0	0	0
"ENSG00000224439"	0	1	0	0	0	0
"ENSG00000222705"	0	0	0	0	0	0
"ENSG00000252401"	0	0	0	0	1	0
"ENSG00000231911"	0	0	0	0	0	1
"ENSG00000207483"	0	0	0	0	0	0
"ENSG00000201001"	0	0	0	0	0	0
"ENSG00000271220"	0	0	0	0	0	0
"ENSG00000235264"	0	0	0	0	0	0
"ENSG00000171794"	0	5	0	0	5	0
"ENSG00000284219"	0	0	0	0	0	0
"ENSG00000273980"	14	2	9	8	29	31
"ENSG00000283496"	0	0	0	0	0	0
"ENSG00000230306"	18	9	15	7	12	4
"ENSG00000265395"	0	0	0	0	0	0
"ENSG00000271237"	0	0	0	0	0	0
"ENSG00000070748"	0	0	0	0	1	0
"ENSG00000187714"	0	0	0	0	0	0
"ENSG00000253626"	16	19	8	8	6	10
"ENSG00000188816"	0	0	1	2	0	4
"ENSG00000065809"	15075	14115	12635	11987	15090	16851
"ENSG00000156384"	601	592	421	448	750	649
"ENSG00000107831"	1	0	1	0	5	1
"ENSG00000200176"	0	0	1	0	2	0
"ENSG00000281974"	1	2	1	0	2	0
"ENSG00000240089"	0	0	0	0	0	0
"ENSG00000261011"	0	0	0	0	0	0
"ENSG00000188100"	0	0	0	0	0	0
"ENSG00000271573"	2	0	0	0	0	0
"ENSG00000200253"	6	4	7	7	10	12
"ENSG00000237280"	13	12	11	7	6	15
"ENSG00000273946"	2	0	1	0	0	0
"ENSG00000119913"	1	0	0	2	0	6
"ENSG00000283688"	0	0	0	0	0	0
"ENSG00000276857"	0	0	0	0	0	0
"ENSG00000232934"	137	133	150	111	72	148
"ENSG00000234017"	3	0	4	5	8	2
"ENSG00000225355"	0	0	1	0	0	0
